run_number,subrun_number,event_number
16283,63,3151
16283,63,3155
16283,63,3159
16283,63,3164
16283,63,3165
16283,63,3169
16283,63,3171
16283,63,3182
16283,63,3197
16283,107,5367
16283,107,5382
16283,147,7380
16283,178,8903
16283,178,8914
16283,178,8917
16283,178,8918
16283,178,8921
16283,178,8934
16283,202,10101
16283,202,10136
16283,202,10147
16975,19,958
16975,19,965
16975,19,969
16975,19,974
16975,19,995
16975,28,1403
16975,28,1405
16975,28,1406
16975,28,1439
16975,43,2188
16975,43,2190
16975,105,5251
16975,105,5259
16975,105,5260
16975,105,5267
16975,105,5271
16975,125,6251
16975,163,8166
16975,163,8167
16975,163,8173
16975,163,8176
16975,163,8180
16975,163,8189
16081,16,803
16081,16,808
16081,16,820
16081,16,837
16081,18,919
16081,18,939
16081,34,1712
16081,34,1719
16081,37,1863
16081,37,1894
16081,41,2053
16081,41,2055
16081,41,2061
16081,41,2089
16081,41,2092
16081,41,2094
16931,14,706
16931,14,726
16931,14,736
16931,20,1004
16931,20,1048
16931,34,1750
16931,35,1768
16931,35,1770
16931,35,1774
16931,35,1786
16931,35,1795
16931,55,2783
16288,6,309
16288,6,312
16288,6,323
16288,6,330
16288,6,331
16288,6,343
16288,6,345
16288,43,2178
16288,43,2186
16288,43,2193
16288,76,3842
16288,85,4252
16288,85,4260
16288,85,4277
16288,85,4288
16288,85,4293
16288,138,6921
16288,138,6935
16288,138,6938
16288,138,6939
16275,35,1757
16275,35,1763
16275,35,1794
16275,35,1799
16275,42,2111
16275,42,2136
16275,42,2137
16275,42,2144
16275,127,6356
16275,127,6387
16275,127,6389
16275,127,6390
16275,157,7873
16275,157,7894
16275,157,7896
16275,157,7898
16331,13,657
16331,13,666
16331,50,2524
16331,50,2533
16331,50,2539
16947,114,5705
16947,114,5707
16947,114,5716
16947,114,5723
16947,114,5737
16947,114,5739
16947,138,6908
16947,138,6933
16947,138,6950
16947,199,9970
16947,199,9982
16947,199,9983
16947,199,9985
16947,211,10564
16947,211,10569
16693,12,613
16693,12,642
16693,12,644
16693,12,648
16693,109,5468
16693,109,5469
16693,139,6963
16693,139,6975
16693,139,6981
16693,218,10905
16693,218,10940
16693,218,10941
16693,229,11451
16693,229,11455
16162,18,912
16162,18,944
16162,76,3821
16162,76,3823
16162,76,3834
16162,76,3837
16162,76,3850
16162,84,4201
16162,84,4203
16162,84,4209
16162,84,4226
16162,84,4228
16162,84,4237
