run_number,subrun_number,event_number
15073,5,259
15073,5,261
15073,5,268
15073,5,281
15073,5,289
15073,5,293
15073,50,2532
15073,62,3148
15073,68,3415
15073,68,3442
15073,78,3909
15073,82,4108
15073,82,4127
15073,129,6489
17198,5,254
17198,5,256
17198,5,271
17198,5,294
17198,5,300
17198,10,514
17198,10,521
17198,10,531
17198,67,3361
17198,67,3372
17198,67,3373
17198,67,3382
17198,67,3386
17198,68,3415
17198,68,3423
17198,68,3428
17198,68,3447
17198,75,3763
17198,75,3768
17198,75,3772
17198,75,3780
17198,75,3800
17198,90,4531
17198,90,4537
15140,15,757
15140,15,761
15140,15,778
15140,15,789
15140,15,799
15140,53,2661
15140,53,2669
15140,53,2687
15140,53,2690
15140,53,2691
15140,53,2692
15140,89,4480
15140,89,4497
15140,140,7014
15140,140,7025
15140,163,8156
15140,183,9158
15140,183,9166
15140,183,9187
15140,183,9197
15140,183,9199
17134,0,8
17134,0,11
17134,0,21
17134,0,32
17134,0,47
17134,31,1551
17134,31,1576
17134,42,2113
17134,42,2123
17134,42,2134
17134,42,2145
17134,46,2304
17134,46,2312
17134,46,2313
17134,46,2321
17134,46,2331
17134,46,2343
17134,69,3484
17134,69,3490
17134,88,4406
17134,88,4412
17134,88,4438
17134,88,4443
14925,103,5164
14925,103,5166
14925,103,5196
14903,62,3111
14903,62,3130
14903,62,3150
14903,86,4348
14903,99,4957
14903,99,4987
14903,99,4990
14903,99,4992
14903,109,5468
14903,109,5499
14903,156,7809
14903,156,7819
14903,156,7832
14903,164,8213
14903,164,8229
14903,164,8233
14903,180,9037
14903,180,9050
17120,76,3807
17120,76,3818
17120,76,3821
17120,76,3829
17120,76,3834
17120,76,3843
17120,93,4680
17120,93,4681
17120,103,5186
14965,40,2002
14965,66,3340
14965,77,3852
14965,77,3862
14965,77,3864
14965,77,3867
14965,77,3893
14965,109,5456
14965,180,9013
14965,180,9033
14965,235,11762
14965,235,11771
14965,237,11856
14965,237,11868
14965,237,11875
14965,237,11877
14965,237,11887
14965,274,13725
14965,274,13740
17239,49,2453
17239,49,2463
17239,49,2499
17239,143,7187
17239,143,7191
17239,196,9837
17239,226,11301
17239,226,11315
17239,226,11346
17239,229,11454
17239,229,11455
17239,229,11473
17239,229,11485
17239,248,12433
17239,248,12449
14949,9,489
14949,16,804
14949,16,808
14949,16,830
14949,41,2055
14949,42,2101
14949,42,2113
14949,42,2129
14949,42,2132
14949,42,2150
14949,46,2311
14949,46,2325
14949,46,2329
14949,46,2339
14949,51,2560
14949,55,2755
14949,55,2758
14949,57,2852
14949,57,2864
14949,57,2872
14949,57,2873
17218,38,1917
17218,38,1935
17218,38,1941
17218,57,2863
17218,57,2864
17218,57,2869
17218,57,2873
17218,57,2882
17218,57,2900
17218,66,3304
17218,66,3315
17218,66,3332
17492,3,166
17492,3,179
17492,3,190
17492,3,198
17492,39,1975
17492,46,2311
17492,46,2336
17492,59,2956
17492,59,2959
17492,59,2966
17492,59,2970
17492,59,2973
17492,80,4029
17492,80,4036
17492,108,5404
17492,108,5414
15160,5,253
15160,62,3109
15160,62,3125
15160,62,3143
15160,150,7537
15160,212,10628
15160,212,10649
15160,241,12080
15160,241,12081
15160,241,12089
15160,273,13657
15160,273,13675
15160,273,13687
15160,273,13688
15160,364,18201
15160,364,18216
15160,364,18230
15160,364,18232
15160,364,18239
17494,17,856
17494,17,866
17494,17,892
17494,17,893
17494,17,900
17494,37,1854
17494,37,1861
17494,37,1886
17494,37,1890
17494,169,8461
17494,169,8466
17494,169,8471
17494,169,8481
17494,169,8497
17494,169,8498
17494,192,9629
17494,290,14509
17494,290,14512
17494,290,14514
17494,290,14518
17352,68,3403
17352,68,3415
17352,68,3426
17352,68,3428
17352,68,3439
17352,68,3449
17352,180,9003
17352,180,9009
17352,180,9017
17352,180,9030
17352,180,9037
17352,180,9043
17352,180,9045
17352,180,9050
17352,245,12276
17352,245,12294
17198,2,104
17198,2,148
17198,2,149
17198,6,308
17198,6,326
17198,6,333
17198,6,339
17198,18,921
17198,18,924
17198,55,2757
17198,55,2758
17198,55,2764
17198,55,2790
17198,55,2798
17198,77,3855
17198,77,3882
14831,12,634
14831,12,644
14831,39,1990
14831,39,1999
14831,77,3869
14831,123,6193
14831,153,7678
14831,153,7681
14831,156,7822
14831,156,7846
17491,16,809
17491,16,830
17491,16,847
17491,26,1308
17491,26,1329
17491,26,1343
17491,38,1904
17491,38,1917
17491,38,1920
17491,38,1932
17491,38,1940
17491,38,1941
17101,2,121
17101,2,130
17101,2,144
17101,3,160
17101,3,174
17101,24,1204
17101,24,1211
17101,24,1215
17101,24,1243
17101,38,1932
17101,69,3470
17101,69,3493
17101,71,3569
15140,15,757
15140,15,761
15140,15,778
15140,15,789
15140,15,799
15140,53,2661
15140,53,2669
15140,53,2687
15140,53,2690
15140,53,2691
15140,53,2692
15140,89,4480
15140,89,4497
15140,140,7014
15140,140,7025
15140,163,8156
15140,183,9158
15140,183,9166
15140,183,9187
15140,183,9197
15140,183,9199
17364,16,808
17364,16,812
17364,16,821
17364,16,830
17364,16,835
17364,16,837
17364,16,850
17364,17,857
17364,17,873
17364,17,881
17364,17,885
17364,17,893
17364,17,896
17364,17,898
17364,58,2907
17364,58,2918
17364,58,2925
17364,138,6903
17364,138,6909
17364,138,6942
17364,138,6950
17206,44,2204
17206,44,2241
17206,148,7410
17206,151,7563
17206,151,7600
17206,220,11025
17206,220,11027
17206,220,11047
17206,279,13960
17206,279,13975
17206,279,13990
17206,375,18764
17206,375,18776
17206,375,18778
17206,375,18781
17206,375,18789
17206,395,19753
17206,395,19760
17206,395,19761
17206,395,19769
17206,395,19782
17206,395,19786
17206,395,19799
17206,395,19800
17344,14,702
17344,14,748
17344,18,908
17344,18,912
17344,18,926
17344,34,1708
17344,34,1722
17344,34,1739
17344,34,1750
17344,50,2505
17344,50,2509
17344,50,2512
17344,50,2520
17344,50,2530
17344,50,2549
17344,61,3057
17344,61,3087
14828,111,5554
14828,111,5555
14828,111,5572
14828,111,5592
14828,204,10209
14828,204,10237
14828,204,10238
14828,204,10248
17408,18,907
17408,18,914
17408,18,917
17408,18,925
17408,18,926
17408,18,927
17408,18,945
17408,18,947
17408,22,1128
17408,22,1130
17408,27,1358
17408,27,1369
17408,27,1386
17408,27,1398
17408,72,3605
17408,72,3611
17408,72,3613
17408,72,3617
17195,60,3005
17195,60,3024
17195,60,3033
17195,96,4805
17195,96,4806
17195,96,4807
17195,96,4822
17195,96,4834
17195,96,4848
17195,113,5660
17195,120,6006
17195,120,6009
17195,120,6014
17195,120,6020
17195,120,6021
17195,120,6039
17195,151,7579
17195,151,7583
17195,151,7600
17195,154,7705
15118,11,555
15118,11,565
15118,11,580
15118,11,584
15118,28,1423
15118,28,1427
15118,28,1429
15118,37,1870
15118,37,1893
15118,37,1896
15118,75,3756
15118,75,3785
15118,75,3786
15118,75,3788
15118,87,4354
15118,87,4355
15118,87,4365
15118,124,6216
15118,124,6222
15118,124,6230
17495,37,1853
17495,37,1865
17495,37,1870
17495,97,4859
17495,97,4867
17495,97,4868
17495,97,4886
17495,137,6855
17495,137,6861
17495,137,6877
17495,137,6897
17495,196,9847
17495,212,10609
17495,212,10621
17495,212,10636
17495,212,10637
17495,212,10638
17495,246,12306
17495,246,12340
17495,246,12346
17495,246,12348
17495,279,13962
17495,279,13981
17495,279,13994
17495,279,13998
