run_number,subrun_number,event_number
16853,5,277
16853,5,281
16853,5,293
16853,5,295
16853,81,4051
16853,81,4055
16853,81,4066
16853,81,4067
16853,81,4069
16853,81,4087
16853,137,6867
16853,137,6899
16853,163,8151
16853,163,8167
16853,218,10912
16853,218,10935
16853,240,12003
16853,240,12014
16853,240,12017
16853,240,12027
16051,88,4405
16051,88,4408
16051,88,4411
16051,88,4424
16051,88,4445
16051,101,5069
16051,101,5070
16051,101,5082
16051,101,5084
16051,112,5609
16051,112,5617
16051,112,5631
16051,153,7661
16051,153,7666
16051,153,7671
16051,153,7683
16051,207,10355
16051,207,10373
16051,207,10397
16051,240,12002
16051,240,12003
16051,240,12019
16910,63,3157
16910,63,3181
16910,157,7890
16910,180,9003
16910,180,9045
16910,180,9047
16021,184,9224
16021,291,14552
16021,291,14573
16021,295,14759
16021,295,14781
16021,317,15852
16021,317,15856
16021,317,15866
16021,317,15882
16021,317,15887
16021,317,15894
16021,323,16153
16021,323,16169
16021,323,16183
16021,395,19752
16021,395,19763
16021,395,19773
16021,395,19778
16021,395,19780
16021,395,19797
16021,395,19799
16021,405,20259
16021,405,20267
16021,405,20272
16021,405,20276
16021,405,20284
16462,11,553
16462,11,600
16462,13,653
16462,13,655
16462,13,675
16462,13,700
16462,16,815
16462,16,818
16462,16,837
16462,81,4060
16462,81,4075
16462,81,4085
16462,85,4255
16462,85,4287
16406,18,947
16406,39,1974
16406,39,1987
16406,39,1992
16113,90,4521
16113,99,4977
16113,99,4993
16113,180,9002
16113,180,9010
16113,180,9013
16113,180,9023
16113,186,9317
16113,186,9336
16113,355,17760
16113,355,17781
16113,355,17794
16113,355,17796
16196,35,1777
16196,35,1781
16196,35,1785
16196,51,2551
16196,51,2557
16196,51,2565
16196,51,2577
16196,51,2580
16196,51,2588
16196,102,5143
16196,102,5146
16196,104,5207
16196,104,5210
16196,104,5216
16196,104,5218
16196,104,5219
16275,160,8016
16275,160,8026
16275,160,8044
16586,35,1761
16586,35,1799
16586,97,4857
