run_number,subrun_number,event_number
17530,11,551
17530,11,553
17530,11,554
17530,11,555
17530,11,576
17530,11,579
17530,11,590
17530,11,593
17530,24,1212
17530,24,1219
17530,24,1227
17530,24,1236
17530,24,1247
17530,48,2403
17530,48,2406
17530,48,2412
17530,48,2423
17530,48,2430
17530,48,2437
17530,48,2449
17530,119,5952
17530,119,5959
17530,119,5968
17530,119,5972
17530,119,5986
17530,119,5994
17530,119,5999
17493,3,154
17493,3,156
17493,3,171
17493,3,195
17493,41,2060
17493,41,2082
17493,41,2086
17493,41,2087
17493,49,2459
17493,49,2477
17493,49,2481
17493,49,2482
17493,49,2486
17493,49,2495
17493,80,4016
17493,102,5102
17493,243,12153
17493,243,12160
17493,243,12191
17493,283,14152
17493,283,14160
17493,283,14184
17493,283,14192
17493,283,14196
17493,283,14198
17491,3,155
17491,3,164
17491,11,572
17491,11,576
17491,11,587
17491,11,593
17491,11,600
17491,12,601
17491,12,636
17491,12,648
17491,14,728
17491,14,731
17491,27,1353
17491,27,1367
17491,27,1391
17637,11,552
17637,11,567
17637,11,573
17637,11,585
17637,11,588
17637,11,591
17637,11,592
17637,11,593
17637,72,3611
17637,72,3620
17637,72,3621
17637,72,3624
17637,72,3625
17637,72,3629
17637,72,3630
17637,72,3638
17637,72,3648
17637,88,4411
17637,88,4419
17637,88,4428
17637,88,4432
17637,88,4434
17637,88,4441
17637,89,4457
17637,89,4463
17637,89,4473
17637,89,4476
17637,89,4483
17620,26,1320
17620,26,1337
17633,1,63
17633,1,69
17633,1,75
17633,1,76
17633,1,81
17633,1,82
17633,1,85
17633,14,711
17633,14,726
17633,14,738
17633,33,1652
17633,33,1655
17633,33,1694
17633,54,2703
17633,54,2711
17633,54,2715
17633,54,2722
17633,54,2731
17633,54,2745
17633,54,2750
17569,2,118
17569,2,129
17569,2,132
17569,2,133
17569,2,136
17569,11,556
17569,11,583
17569,11,589
17569,11,592
17569,22,1108
17569,22,1118
17569,22,1127
17569,22,1133
17569,22,1140
17569,22,1150
17569,67,3354
17569,67,3394
17569,67,3397
17582,4,202
17582,4,216
17582,4,217
17582,4,229
17582,23,1152
17582,23,1180
17582,47,2369
17582,47,2376
17582,56,2834
17582,56,2849
17459,41,2054
17459,41,2081
17459,41,2087
17459,59,2954
17459,59,2964
17459,91,4551
17459,91,4559
17459,91,4578
17459,91,4583
17459,91,4590
17459,91,4592
17459,120,6016
17459,120,6038
17459,133,6655
17459,133,6658
17459,133,6696
17459,133,6700
17459,173,8680
17459,173,8691
17459,191,9552
17459,191,9554
17459,191,9578
17489,50,2509
17489,50,2534
17489,257,12860
17489,257,12869
17489,257,12870
17489,257,12885
17489,257,12894
17467,3,190
17467,5,254
17467,5,267
17467,35,1774
17467,42,2131
17467,42,2142
17467,48,2403
17467,48,2431
17467,48,2449
17467,60,3023
17467,60,3048
17467,84,4205
17467,84,4218
17467,87,4371
17467,87,4376
17467,87,4398
17467,94,4724
17467,94,4750
17633,6,315
17633,6,336
17633,6,337
17633,47,2352
17633,47,2362
17633,47,2370
17633,47,2373
17633,47,2375
17633,47,2387
17633,47,2388
17633,47,2391
17633,55,2759
17633,55,2769
17633,55,2794
17633,55,2797
17633,55,2800
17633,66,3312
17633,66,3314
17633,66,3318
17633,66,3346
17637,45,2268
17637,45,2284
17637,45,2296
17637,48,2409
17637,48,2442
17637,48,2449
17637,51,2553
17637,51,2557
17637,51,2558
17637,51,2574
17637,51,2575
17637,51,2579
17637,51,2580
17637,71,3584
17637,71,3586
17637,71,3589
17582,52,2609
17582,53,2656
17582,53,2662
17582,53,2668
17582,53,2680
17582,58,2915
17582,58,2918
17582,58,2932
17582,58,2943
17582,60,3011
17582,60,3017
17582,60,3021
17582,60,3045
17582,67,3362
17582,67,3373
17493,27,1360
17493,27,1379
17493,27,1384
17493,50,2507
17493,50,2524
17493,59,2953
17493,84,4214
17493,138,6926
17493,138,6936
17493,168,8402
17493,198,9924
17493,198,9926
17493,198,9947
17493,213,10653
17493,213,10668
17569,45,2257
17569,45,2262
17569,45,2265
17569,45,2268
17569,45,2282
17569,45,2283
17569,45,2297
17569,65,3257
17569,65,3259
17569,65,3274
17569,65,3299
17569,68,3405
17569,68,3411
17569,68,3421
17569,68,3425
17569,68,3426
17569,68,3434
17636,5,251
17636,5,263
17636,5,271
17636,5,283
17636,5,299
17636,24,1206
17636,24,1208
17636,24,1216
17636,24,1222
17636,24,1228
17636,24,1232
17636,24,1233
17636,24,1240
17636,24,1247
17636,33,1665
17636,33,1672
17636,33,1675
17636,33,1685
17636,33,1691
17636,33,1699
17636,35,1773
17636,35,1797
17475,35,1761
17475,35,1767
17475,35,1775
17475,40,2019
17475,40,2031
17475,48,2421
17475,48,2426
17475,48,2448
17475,65,3260
17475,65,3265
17475,65,3272
17475,65,3276
17475,80,4047
17475,115,5797
17475,115,5798
17475,171,8585
17475,171,8593
17577,15,765
17577,33,1651
17577,33,1663
17577,33,1677
17577,33,1683
17577,33,1693
17577,33,1700
17577,85,4253
17619,0,5
17619,0,7
17619,0,14
17619,0,33
17619,0,35
17619,0,47
17619,0,49
