run_number,subrun_number,event_number
17311,20,1023
17311,20,1032
17311,20,1035
17311,20,1037
17311,56,2809
17311,56,2817
17311,56,2826
17311,56,2830
17311,56,2844
17311,58,2903
17311,58,2909
17311,58,2930
17311,58,2949
17311,91,4558
17311,91,4560
17311,91,4563
17311,91,4582
17311,91,4588
17311,91,4598
17311,100,5008
17311,100,5013
14686,97,4860
14634,46,2332
14634,46,2335
14634,46,2340
14634,80,4006
14634,80,4036
14634,114,5712
14634,114,5725
14634,114,5730
14634,135,6752
14634,135,6762
14634,135,6789
14634,135,6799
14828,35,1758
14828,123,6155
14828,123,6157
14828,123,6170
14828,123,6188
14828,123,6193
14828,182,9101
14828,182,9124
14828,208,10424
14828,208,10443
17482,124,6211
17482,124,6216
17482,124,6221
17482,234,11743
17413,109,5453
17413,109,5462
17413,109,5487
17413,109,5491
17413,346,17319
17413,346,17322
17413,346,17336
17413,354,17709
14973,28,1415
14973,34,1719
14973,34,1746
14973,37,1864
14973,37,1894
14824,21,1060
14824,21,1084
14935,22,1104
14935,22,1132
14935,63,3157
14935,63,3166
14935,63,3169
14935,68,3421
14935,68,3431
14935,68,3433
14935,98,4920
14935,98,4929
14935,98,4935
14935,98,4949
14935,115,5767
14935,115,5770
14935,115,5771
14935,115,5780
14935,115,5792
14935,166,8329
14935,166,8350
14935,200,10001
14935,200,10046
14935,223,11156
14935,223,11179
14935,231,11562
14935,231,11571
14935,231,11575
14935,231,11582
14935,231,11586
14935,231,11590
14935,231,11592
14812,5,254
14812,5,281
14812,60,3003
14812,92,4624
14812,92,4633
14812,109,5469
14812,109,5483
14812,172,8626
14812,172,8643
14812,241,12064
14812,241,12073
14812,257,12885
14812,294,14716
14812,294,14738
14812,294,14746
17489,26,1309
17489,26,1310
17489,26,1342
17489,60,3006
17489,60,3007
17489,60,3032
17489,176,8824
17489,176,8848
17489,191,9575
17489,191,9577
17489,191,9579
17489,191,9587
17489,191,9592
17489,256,12803
17489,256,12804
17489,256,12814
17489,256,12816
17489,256,12821
17489,256,12826
17489,256,12835
17181,1,72
17181,1,91
17181,87,4354
17181,87,4381
17181,87,4384
17181,87,4399
17181,91,4554
17181,91,4599
14641,8,403
14641,8,407
14641,8,409
14641,8,426
14641,8,427
14641,8,438
14641,100,5007
14641,100,5012
14641,100,5014
14641,128,6422
14641,128,6431
14641,128,6436
14641,154,7702
14641,154,7706
14641,154,7718
14641,154,7722
14641,154,7724
14641,154,7732
14641,176,8843
14641,176,8847
14641,176,8849
15151,237,11876
15151,237,11877
15151,269,13467
15151,269,13484
15151,279,13972
15151,279,14000
17306,47,2377
17306,52,2623
17306,52,2636
17306,52,2645
17306,103,5151
17306,103,5173
17306,103,5182
17306,103,5191
17306,118,5915
17306,118,5923
17306,118,5930
17121,3,154
17121,3,164
17121,3,171
17121,3,200
17121,4,202
17121,4,207
17121,4,215
17121,5,253
17121,5,284
17121,6,320
17121,13,675
17121,13,678
17121,21,1065
17121,21,1066
17121,21,1078
17121,21,1095
17121,22,1116
17121,22,1121
17121,22,1124
17121,22,1147
17121,27,1353
17543,0,27
17543,0,30
17543,0,39
17543,0,40
17543,0,50
17543,1,69
17543,1,80
17543,1,94
17543,1,95
17543,7,365
17543,7,385
17543,7,393
17543,10,503
17543,10,520
17543,10,535
17543,13,673
17543,13,680
17543,13,684
17543,13,690
17240,140,7019
17240,140,7022
17240,140,7027
17240,140,7028
17240,140,7033
17240,140,7039
17240,140,7040
17240,140,7042
17240,140,7049
17240,237,11860
17240,237,11865
17240,244,12221
17240,244,12228
17240,244,12245
17240,496,24802
17240,496,24824
17240,496,24831
17240,496,24835
17240,496,24843
15122,74,3701
15122,74,3709
15122,74,3734
15122,74,3738
15122,77,3888
15122,176,8802
15122,176,8807
15122,176,8809
15122,176,8831
15122,176,8848
14857,13,661
14857,13,673
14857,13,692
14857,36,1801
14857,36,1822
14857,36,1833
14857,36,1847
14857,51,2570
14857,65,3259
14857,65,3281
14857,101,5061
14857,123,6151
14857,123,6173
14857,123,6187
14857,164,8213
14857,164,8234
14857,179,8971
14857,179,8978
17371,28,1407
17371,28,1408
17371,28,1409
17371,28,1410
17371,28,1430
17371,115,5755
17371,115,5773
17371,115,5778
17371,115,5792
17371,115,5799
17371,294,14706
17371,294,14708
17371,294,14711
17371,294,14736
17371,297,14854
17371,297,14870
17371,297,14871
17371,297,14883
17371,297,14898
17371,451,22569
17371,451,22578
17371,451,22585
17371,451,22586
17371,451,22591
17371,451,22595
14920,91,4567
14920,91,4568
14920,130,6513
14920,130,6550
14920,131,6578
17279,0,6
17279,0,47
17279,4,206
17279,4,228
17279,4,234
17279,4,239
17279,6,303
17279,11,567
17279,11,568
17279,11,569
17279,11,587
17279,11,591
17279,11,594
17279,12,620
17279,15,769
17279,15,782
17279,15,790
17279,15,800
17484,53,2662
17484,53,2670
17484,53,2673
17484,53,2674
17484,53,2688
17484,53,2689
17484,74,3740
17484,86,4301
17484,86,4310
17484,86,4324
17484,86,4326
17484,86,4329
17484,86,4333
17484,107,5375
17484,124,6249
17484,246,12334
17438,20,1016
17438,20,1030
17438,20,1040
17438,20,1044
17438,21,1080
17438,21,1094
17438,21,1099
17438,23,1178
17438,23,1191
17438,24,1211
17438,24,1228
17438,28,1403
17438,28,1407
17438,28,1413
17438,28,1417
17438,28,1419
17438,28,1429
17438,28,1435
17438,28,1439
17438,28,1448
14727,0,3
14727,0,4
14727,0,35
14727,16,817
14727,16,834
14727,16,843
14727,41,2078
14727,53,2654
14727,53,2671
14727,53,2688
14727,55,2751
14727,55,2756
14727,55,2763
14727,55,2782
14727,55,2798
14727,55,2799
14727,71,3589
14727,71,3590
17311,27,1359
17311,27,1390
17311,71,3567
17311,71,3587
17311,71,3598
17311,121,6087
17311,121,6089
17311,121,6094
17311,134,6706
17311,134,6719
17311,165,8268
17311,165,8278
17245,20,1004
17245,20,1008
17245,20,1024
17245,20,1028
17245,20,1038
17245,20,1041
17245,48,2409
17245,48,2420
17245,48,2448
17245,48,2450
17245,64,3229
17245,64,3249
17492,16,801
17492,16,821
17492,16,826
17492,16,848
17492,20,1015
17492,20,1020
17492,20,1028
17492,20,1029
17492,20,1031
17492,20,1033
17492,20,1047
17492,57,2870
17097,2,101
17097,2,117
17097,2,130
17097,2,141
17097,2,148
17097,2,149
17097,8,406
17097,8,417
17097,8,421
17097,8,435
17097,9,453
17097,9,467
17097,10,507
17097,10,529
17097,16,802
17097,16,807
17097,16,820
17097,16,832
17097,16,833
17097,16,841
17394,17,862
17394,17,886
17394,17,888
17394,17,900
17394,70,3502
17394,70,3503
17394,108,5402
17394,108,5407
17394,108,5421
