run_number,subrun_number,event_number
15092,14,727
15092,17,852
15092,17,858
15092,47,2359
15092,47,2382
15092,52,2602
15092,67,3396
15092,100,5018
15146,0,2
15146,3,153
15146,3,156
15146,3,161
15146,3,181
15146,3,189
15146,39,1983
15146,39,1998
15146,81,4060
15146,81,4061
15146,81,4071
15146,81,4082
15146,81,4100
15146,97,4862
15146,97,4880
15146,97,4892
15146,104,5224
15146,104,5227
17458,127,6385
17458,127,6395
17458,153,7682
17458,153,7696
17458,155,7790
14890,10,513
14890,10,534
14890,10,542
14890,18,901
14890,18,918
14890,18,939
14890,37,1861
14890,37,1873
14890,37,1877
14890,45,2262
14890,45,2272
14890,45,2276
14890,45,2287
14890,53,2653
14890,53,2663
14890,53,2668
14890,61,3067
14890,97,4882
14890,107,5354
14890,107,5399
15166,20,1017
15166,54,2709
15166,54,2715
15166,54,2716
15166,160,8025
15166,160,8045
15166,342,17106
15166,342,17131
14956,78,3937
14956,78,3938
14956,78,3941
14956,78,3947
14956,78,3948
14956,101,5058
14956,132,6614
14956,132,6634
14956,132,6644
14956,169,8459
14956,169,8471
14956,169,8472
14956,264,13221
14956,264,13234
14956,264,13249
14956,274,13705
14956,275,13751
14956,275,13758
14930,8,428
14930,8,436
14930,29,1454
14930,29,1466
14930,29,1499
14930,29,1500
17493,292,14620
17493,302,15133
14942,242,12118
17095,6,306
17095,92,4615
17095,92,4637
17095,92,4648
17530,42,2119
17530,42,2122
17530,42,2130
17530,42,2137
17530,42,2147
17530,93,4679
17530,93,4700
17530,116,5820
17530,116,5845
17373,32,1609
17373,32,1643
17373,32,1649
17373,54,2736
17373,54,2740
17373,54,2743
17373,74,3721
17373,74,3725
17373,74,3728
17373,81,4052
17373,81,4069
17373,81,4096
17373,122,6102
17373,122,6120
17373,122,6133
17373,122,6150
17348,27,1370
17348,38,1944
14746,117,5867
14746,117,5876
14746,117,5888
14746,117,5899
14746,154,7701
14746,154,7714
14746,154,7717
14746,154,7721
14746,154,7745
14746,221,11060
14746,221,11082
14746,221,11090
14746,221,11097
14746,226,11317
14746,226,11320
14746,226,11333
14746,273,13673
14746,273,13688
15101,5,257
15101,5,268
15101,5,283
15101,5,300
15101,14,714
15101,14,718
15101,14,719
15101,17,865
15101,17,872
15101,17,880
15101,24,1233
15101,25,1264
15101,75,3766
