run_number,subrun_number,event_number
15238,46,2307
15238,46,2319
15238,46,2344
15238,116,5816
15238,116,5823
15238,128,6427
15238,128,6432
15238,128,6433
15238,128,6438
15238,128,6439
15238,160,8002
15238,160,8008
15238,160,8019
15238,160,8020
15238,160,8037
15238,160,8040
15238,177,8854
15238,177,8858
15238,177,8888
15238,177,8896
15238,181,9054
15242,0,2
15242,0,14
15242,0,25
15242,0,28
15242,0,30
15242,29,1454
15242,29,1461
15242,29,1465
15242,29,1469
15242,29,1479
15242,29,1500
15242,52,2604
15242,52,2628
15242,52,2641
15242,59,2967
15242,59,2990
15242,59,2992
14672,19,951
14672,19,964
14672,19,969
14672,19,982
14672,20,1017
14672,20,1030
14672,20,1032
14672,20,1040
14672,20,1050
14672,21,1068
14672,21,1080
14672,21,1099
14672,21,1100
15973,70,3523
15973,82,4113
15973,82,4127
15973,82,4130
15973,82,4137
15973,82,4146
15973,111,5559
15973,111,5579
15973,111,5584
15973,111,5588
15973,111,5589
15973,111,5592
16090,63,3151
16090,63,3170
16090,194,9726
16090,194,9728
16090,194,9739
16090,205,10281
16090,205,10286
16090,205,10292
14611,6,332
14611,14,705
14611,14,714
14611,14,724
14611,14,733
14611,200,10003
14611,200,10006
14634,153,7664
14634,153,7684
14634,158,7910
14634,158,7940
14634,166,8328
14634,166,8347
14634,170,8537
14634,170,8539
16095,12,611
16095,12,632
16095,12,641
16095,105,5251
16095,105,5274
16095,105,5280
16095,105,5293
16095,141,7054
16095,141,7068
16095,141,7081
16095,141,7083
16095,141,7094
16095,156,7818
16095,266,13333
16095,266,13342
16095,266,13343
16095,370,18506
16095,370,18515
15960,159,7964
15960,159,7967
15960,161,8093
15960,161,8100
15960,185,9259
15960,185,9264
15960,185,9280
15960,185,9282
15960,185,9292
15960,374,18702
15960,432,21618
15960,432,21649
15960,471,23552
15960,471,23553
15960,471,23562
15960,471,23563
15960,471,23578
15960,471,23579
14559,99,4958
14559,99,4975
14559,99,4980
14559,99,4998
14559,101,5052
14559,101,5079
14559,101,5086
14559,122,6101
14559,122,6103
14559,122,6108
14559,122,6149
14559,127,6356
14559,127,6361
14559,127,6390
14559,152,7646
14559,170,8519
14559,170,8526
14559,225,11273
15946,83,4155
15946,83,4181
15946,83,4189
15946,128,6423
15946,128,6431
15946,128,6432
15946,128,6448
15946,169,8497
15946,179,8967
15946,179,8968
15946,179,8978
15946,179,8992
15946,179,8996
15946,206,10308
15946,206,10314
15946,206,10330
15946,413,20656
15946,413,20668
15290,10,503
15290,10,537
15290,10,546
15290,30,1513
15290,30,1521
15290,30,1529
14526,158,7902
14526,158,7946
14526,169,8473
14526,169,8500
14526,175,8759
14526,175,8775
14526,175,8778
14526,175,8788
14526,175,8796
14526,175,8798
14337,14,704
14337,17,872
14337,31,1557
14337,31,1566
14337,31,1576
14337,44,2245
14337,45,2284
14337,45,2293
14337,45,2297
14337,53,2664
14337,53,2665
14337,53,2668
14337,53,2674
14337,53,2677
14337,53,2697
15275,6,302
15275,6,305
15275,6,321
15275,6,331
15275,6,347
15275,6,348
15275,12,627
15275,12,631
15275,12,638
15275,12,642
15275,17,861
15275,17,868
15275,17,897
15275,17,899
15275,25,1274
15275,25,1275
15275,56,2801
15275,56,2828
15275,70,3525
15275,70,3532
15275,70,3533
15275,70,3542
15316,50,2515
15316,50,2516
15316,50,2531
15316,50,2535
15316,50,2539
15316,50,2542
15316,134,6703
15316,134,6713
15316,134,6721
15316,134,6724
15316,134,6725
15316,134,6749
15316,231,11596
15316,231,11598
15961,379,18967
15961,379,18981
15961,379,18984
15961,525,26286
15961,525,26297
14315,5,254
14315,5,257
14315,5,260
14315,5,286
14315,10,540
14315,12,601
14315,12,612
14315,12,614
14315,12,641
14315,18,907
14315,18,924
14315,18,939
14315,27,1378
