run_number,subrun_number,event_number
17524,100,5006
17524,100,5007
17524,179,8967
17524,179,8983
17524,179,8989
17524,184,9201
17524,184,9241
17592,105,5261
17592,105,5265
17592,105,5272
17592,105,5287
17592,105,5298
17592,179,8953
17592,179,8956
17592,179,8975
17592,180,9030
17592,180,9036
17592,180,9039
17592,180,9048
17592,197,9856
17592,197,9857
17592,197,9861
17592,197,9862
17592,197,9864
17592,197,9874
17592,197,9877
17592,197,9887
17592,197,9893
17592,212,10601
17592,212,10618
17592,212,10619
17592,212,10642
17592,212,10644
17592,212,10645
17522,18,904
17522,18,909
17522,18,935
17522,18,947
17522,18,948
17522,111,5552
17522,111,5573
17522,150,7528
17522,150,7548
17522,156,7801
17522,156,7813
17522,156,7819
17522,156,7844
17591,23,1160
17591,23,1173
17591,23,1182
17591,43,2177
17591,43,2196
17591,43,2197
17591,50,2515
17591,50,2539
17591,50,2544
17591,112,5605
17591,112,5631
17591,112,5635
17591,112,5637
17591,112,5647
17591,47,2354
17591,47,2358
17591,47,2369
17591,47,2382
17591,68,3412
17591,68,3421
17591,68,3423
17591,68,3437
17591,68,3439
17591,93,4695
17591,100,5012
17591,100,5016
17591,100,5036
17591,100,5044
17591,118,5912
17591,118,5915
17591,118,5936
17591,118,5937
17591,118,5940
17591,118,5946
17592,103,5152
17592,103,5171
17592,103,5198
17592,104,5215
17592,104,5230
17592,104,5246
17592,107,5364
17592,120,6003
17592,120,6022
17592,120,6027
17592,120,6039
17592,120,6043
17592,120,6046
17592,143,7156
17592,143,7161
17592,143,7172
17592,143,7173
17592,143,7185
17592,143,7191
17592,143,7200
17592,22,1105
17592,22,1115
17592,22,1118
17592,24,1206
17592,24,1213
17592,24,1215
17592,24,1219
17592,24,1235
17592,24,1236
17592,81,4057
17592,81,4085
17592,156,7804
17592,156,7805
17592,156,7814
17592,156,7822
17592,156,7828
17592,156,7831
17592,156,7832
17592,156,7843
17592,7,362
17592,7,363
17592,7,388
17592,7,396
17592,7,399
17592,53,2656
17592,133,6686
17592,133,6689
17592,182,9116
17592,182,9134
17592,182,9135
17592,182,9138
17592,182,9149
17592,187,9356
17592,187,9374
17592,187,9376
17592,187,9381
17592,187,9383
17592,187,9389
17592,187,9396
17592,187,9397
17585,2,102
17585,2,105
17585,2,125
17585,2,132
17585,24,1217
17585,24,1239
17585,49,2451
17585,49,2469
17585,49,2495
17585,61,3090
17585,69,3458
17585,69,3472
17585,69,3493
17585,72,3609
17585,72,3636
17585,72,3637
17505,2,102
17505,10,510
17505,10,514
17505,10,529
17505,10,545
17505,25,1282
17505,25,1300
17505,34,1742
17505,34,1747
17505,34,1748
17505,51,2559
17505,51,2566
17505,108,5409
17505,108,5433
17505,135,6757
17505,135,6772
17505,135,6775
17505,135,6780
17591,26,1332
17591,33,1659
17591,33,1667
17591,33,1678
17591,33,1688
17591,45,2255
17591,45,2262
17591,45,2265
17591,45,2269
17591,94,4737
17591,115,5756
17591,115,5770
17591,115,5773
17591,115,5792
17591,115,5797
17591,115,5800
17591,134,6713
17591,134,6718
17591,134,6720
17591,134,6733
17591,134,6734
17591,134,6743
17601,42,2116
17601,42,2145
17601,48,2409
17601,48,2412
17601,48,2426
17601,48,2434
17601,48,2437
17601,49,2453
17601,49,2496
17601,51,2570
17601,51,2579
17601,51,2580
17601,110,5515
17601,110,5525
17601,116,5846
17601,124,6218
17601,124,6224
17601,124,6239
17601,124,6242
17586,0,1
17586,0,5
17586,0,16
17586,0,25
17586,0,47
17586,3,151
17586,3,155
17586,3,193
17586,5,267
17586,5,277
17586,5,278
17586,5,279
17586,5,297
17586,8,402
17586,8,404
17586,8,434
17586,8,442
17586,8,445
17586,9,454
17586,9,456
17586,9,461
17586,9,486
17505,46,2350
17505,57,2851
