run_number,subrun_number,event_number
14621,107,5351
14621,107,5354
14621,107,5369
14621,107,5388
14621,107,5397
14125,49,2457
14125,49,2470
14125,49,2473
14125,49,2481
14125,49,2489
14125,49,2499
14125,82,4105
14125,82,4116
14125,82,4127
14125,82,4130
15966,115,5758
15966,115,5761
15966,115,5798
15966,264,13209
15966,417,20858
15966,417,20863
15966,417,20866
15966,417,20868
15966,478,23912
15966,478,23916
15966,478,23934
15966,478,23939
15966,478,23944
15966,478,23946
14622,1,55
14622,1,74
14622,14,744
14622,36,1804
14622,36,1805
14622,36,1834
14556,77,3861
14556,77,3895
14556,99,4960
14556,99,4975
14556,99,4986
14556,105,5259
14556,105,5269
14556,124,6203
14556,124,6217
14556,124,6224
14556,124,6237
14556,200,10012
14556,253,12655
14556,253,12656
14556,253,12662
14556,253,12672
14556,269,13458
14556,269,13473
14556,269,13484
14325,7,353
14325,7,375
14325,7,390
14325,7,399
14325,31,1567
14325,31,1580
14325,31,1595
14325,32,1624
14325,32,1637
14325,42,2105
14325,42,2109
14325,42,2116
14325,42,2129
14325,42,2145
14325,42,2147
14325,54,2718
14325,54,2721
14325,54,2722
14325,67,3351
14325,67,3375
14325,67,3382
14325,67,3389
14325,69,3462
14325,69,3484
14329,48,2406
14329,80,4006
14329,80,4012
14329,80,4030
14329,114,5725
14329,116,5809
14329,116,5848
14329,140,7014
14329,140,7024
14329,140,7027
14329,162,8114
14329,162,8116
14329,162,8122
14329,162,8123
14329,162,8128
14329,162,8129
14329,162,8130
14329,162,8134
14329,247,12360
14329,267,13361
15316,15,775
15316,15,786
15316,15,797
15316,49,2470
15316,49,2483
15316,49,2486
15316,61,3052
15316,61,3061
15316,61,3066
15316,61,3071
15316,61,3077
15316,107,5368
15316,107,5390
15316,126,6314
15316,126,6326
15316,131,6566
15316,131,6587
15316,230,11506
15316,230,11522
15316,230,11527
15316,230,11534
15316,230,11542
15316,230,11550
14641,51,2551
14641,51,2562
14641,51,2572
14641,51,2591
14641,79,3951
14641,79,3954
14641,152,7604
14641,152,7606
14641,152,7608
14641,152,7612
14641,152,7622
14641,152,7637
14641,152,7649
15244,4,238
15244,7,351
15244,7,355
15244,7,360
15244,7,385
15244,7,395
15244,17,864
15966,50,2522
15966,50,2530
15966,247,12357
15966,247,12360
15966,247,12375
15966,247,12379
15966,247,12385
15966,247,12390
15966,258,12924
15966,258,12934
15966,258,12936
15966,258,12946
15966,258,12950
15966,261,13059
15966,261,13071
15966,261,13075
15966,261,13099
15966,364,18204
15966,364,18208
15966,364,18218
15966,433,21671
14285,4,220
14285,4,235
14285,10,509
14285,10,529
14285,11,563
14285,11,582
14285,11,590
14285,12,603
14285,12,605
14285,12,613
14285,12,643
14285,15,763
14285,15,775
14285,15,800
14285,25,1263
14285,25,1270
14285,25,1283
14285,25,1290
15391,73,3663
15391,73,3669
15391,73,3684
15391,73,3691
15391,73,3699
15391,73,3700
15391,106,5326
15391,106,5337
15391,106,5350
15391,126,6309
15391,126,6341
15391,126,6343
15391,180,9004
15391,180,9016
15391,207,10369
15391,207,10388
15391,207,10397
15391,209,10464
15391,209,10483
14367,61,3056
14367,61,3063
14367,61,3064
14367,73,3679
14367,107,5353
14367,107,5355
14367,107,5377
14367,107,5389
14367,113,5659
14367,113,5663
14367,113,5696
14367,113,5698
14367,113,5699
14367,133,6670
14367,133,6694
14367,133,6699
14367,149,7494
14367,177,8862
14367,177,8879
14367,271,13568
14367,271,13573
14367,271,13591
15965,13,657
15965,13,660
15965,13,664
15965,13,666
15965,13,675
15965,13,692
15965,250,12509
15965,250,12519
15965,250,12528
15965,250,12536
15965,250,12544
15965,431,21554
15965,431,21556
15965,431,21600
15965,519,25954
15965,519,25965
15965,519,25967
15965,519,25983
15965,519,26000
14607,24,1206
14607,24,1210
14607,24,1226
14607,24,1229
14607,24,1242
14607,107,5373
14607,107,5382
14607,107,5385
14607,107,5392
14607,132,6612
14607,132,6619
14607,132,6622
14607,132,6625
14607,132,6634
14607,150,7513
14607,150,7520
14607,150,7540
14607,150,7542
14607,200,10025
14607,200,10043
14607,200,10047
14607,233,11676
14607,233,11699
14366,10,521
14366,10,527
14366,10,539
14366,12,605
14366,13,689
14366,16,816
14366,16,825
14366,18,901
14366,25,1268
14366,25,1296
14366,28,1407
14366,28,1436
14366,29,1455
14366,29,1475
14366,29,1479
14366,30,1517
14366,30,1524
14366,30,1533
14366,30,1534
14549,16,807
14549,16,823
14549,16,832
14549,16,841
14549,16,842
14549,55,2756
14549,55,2762
14549,55,2765
14549,55,2781
14549,55,2786
14549,55,2790
14549,55,2797
14549,77,3856
14549,77,3858
14549,77,3893
14549,85,4254
14549,85,4261
14549,85,4280
14549,119,5961
14549,119,5975
14549,119,5978
14549,191,9558
14549,191,9578
14549,191,9592
14611,213,10658
14611,213,10679
14611,217,10851
14611,217,10854
14611,217,10884
14611,217,10887
14611,217,10894
14611,217,10896
14609,1,55
14609,1,61
14609,1,64
14609,1,75
14609,1,92
14609,1,98
14609,5,252
14609,5,263
14609,5,298
14609,5,299
14609,12,607
14609,12,614
14609,12,633
14609,12,636
14609,12,644
14609,138,6910
14609,138,6926
14609,138,6948
14609,196,9808
14609,196,9845
14609,249,12461
14609,249,12498
14279,41,2092
14279,133,6653
14279,133,6659
14279,133,6691
