run_number,subrun_number,event_number
6098,11,556
6098,11,568
6098,11,596
6098,12,619
6098,12,648
6098,13,680
6098,14,701
6098,14,721
6098,15,784
6098,16,817
6058,144,7225
6058,160,8043
6058,168,8415
6058,168,8428
6058,168,8440
6058,177,8853
6058,177,8864
6058,181,9056
6058,181,9078
6080,89,4451
6080,89,4463
6080,89,4468
6080,91,4568
6080,91,4585
6080,93,4674
6080,94,4703
6080,94,4711
6080,94,4715
6080,94,4739
6080,95,4770
6080,95,4773
6080,95,4784
6080,96,4822
6080,98,4902
6059,101,5076
6059,101,5077
6059,104,5205
6059,104,5221
6070,10,518
6070,12,648
6070,13,657
6070,13,698
6070,14,737
6070,14,740
6070,17,860
6070,17,864
6070,18,906
6070,18,909
6070,18,915
6091,9,484
6091,120,6003
6091,134,6701
6091,134,6706
6091,134,6722
6091,134,6746
6091,134,6748
6091,136,6824
6091,139,6973
6091,139,6991
6091,142,7111
6070,20,1014
6070,20,1035
6070,21,1087
6070,21,1095
6070,23,1161
6070,23,1167
6070,24,1235
6070,24,1239
6070,24,1250
6070,25,1263
6070,25,1289
6070,26,1334
6070,26,1345
6070,27,1354
6070,27,1381
6070,29,1483
6070,29,1491
6055,63,3155
6055,63,3191
6055,63,3197
6080,66,3314
6080,68,3449
6080,69,3455
6080,69,3471
6080,69,3482
6080,70,3536
6080,71,3555
6080,71,3578
6080,71,3591
6080,74,3714
6080,74,3735
6080,74,3742
6080,75,3753
6070,86,4303
6070,86,4308
6070,86,4315
6070,87,4386
6070,88,4421
6070,88,4425
6070,88,4446
6070,89,4458
6070,90,4533
6070,90,4547
6070,92,4609
6070,94,4706
6070,94,4745
6070,95,4760
6070,95,4761
6070,95,4792
6096,5,251
6096,5,273
6096,7,363
6096,7,379
6096,7,398
6096,9,454
6096,48,2436
6096,49,2460
6096,49,2480
6096,51,2575
6096,51,2580
6096,52,2602
6096,52,2619
6091,212,10613
6091,213,10666
6091,215,10759
6091,216,10806
6091,216,10823
6091,217,10894
6091,217,10897
6091,217,10899
6091,218,10948
6091,219,10955
6079,18,915
6079,18,924
6079,18,935
6079,18,937
6079,18,947
6079,18,949
6079,29,1454
6079,29,1475
6079,30,1506
6079,30,1537
6079,31,1551
6090,118,5918
6090,119,5958
6090,119,5969
6090,120,6039
6090,121,6052
6090,122,6116
6090,122,6140
6090,122,6146
6090,123,6170
6090,123,6178
6090,124,6211
6090,125,6256
6090,125,6278
6090,125,6289
6090,125,6300
6090,126,6333
6098,38,1916
6098,46,2301
6098,46,2328
6098,50,2517
6098,50,2531
6098,50,2550
6098,54,2706
6098,54,2722
6098,54,2743
6098,101,5077
6098,101,5082
6098,102,5136
6098,102,5142
6075,71,3559
6075,71,3567
6083,13,658
6083,39,1974
6083,39,1984
6083,40,2031
6083,40,2044
6083,42,2108
6083,42,2117
6083,46,2350
6059,125,6285
6059,126,6302
6059,126,6310
6059,127,6356
6098,136,6811
6098,139,6952
6076,133,6692
6059,85,4292
6059,87,4356
6059,87,4370
6059,87,4399
6059,129,6454
6059,130,6525
6059,130,6541
6059,131,6557
6059,131,6558
6059,132,6605
6059,132,6622
6059,135,6754
6059,135,6792
6076,42,2140
6076,47,2353
6076,47,2354
6076,47,2380
6076,47,2381
6076,63,3176
6076,156,7820
6076,156,7848
6076,159,7987
6076,159,8000
6090,48,2413
6090,48,2437
6090,49,2473
6090,50,2538
6090,50,2541
6090,50,2544
6090,51,2571
6090,51,2587
6090,52,2609
6090,52,2648
6090,53,2681
6090,53,2687
6090,54,2735
6080,161,8057
6080,161,8081
6080,161,8088
6080,162,8113
6080,165,8271
6080,31,1593
6080,32,1642
6080,33,1655
6080,33,1696
6063,30,1550
6063,47,2357
6073,90,4503
6073,91,4586
6073,91,4591
6073,92,4627
6073,93,4682
6073,94,4706
6073,94,4741
6073,96,4821
6073,96,4845
6073,98,4931
6073,99,4989
6058,6,335
6058,6,349
6058,12,635
6058,12,644
6058,12,649
6058,13,684
6058,14,742
6058,15,771
6058,17,869
6058,18,943
6058,19,961
6058,19,982
6100,97,4882
6100,126,6323
6092,127,6381
6058,169,8457
6058,169,8480
6058,170,8536
6058,170,8542
6058,171,8568
6058,174,8707
6058,174,8739
6058,175,8754
6058,175,8767
6058,175,8789
6058,176,8813
6058,178,8945
6058,179,8956
6058,179,8982
6058,204,10209
6100,69,3451
6100,80,4012
6100,94,4726
6100,94,4740
6100,94,4744
6100,95,4777
6084,6,335
6099,7,359
6099,7,380
6099,7,395
6099,11,561
6099,15,756
6099,16,812
6099,16,833
6099,16,848
6055,46,2312
6055,46,2337
6055,47,2355
6055,47,2370
6055,47,2374
6055,47,2379
6055,47,2386
6055,48,2405
6055,48,2424
6055,48,2442
6055,49,2470
6055,50,2544
6055,64,3229
6070,76,3807
6070,76,3826
6070,77,3875
6070,77,3887
6070,77,3891
6070,77,3896
6070,79,3986
6070,81,4081
6070,83,4155
6070,83,4170
6070,85,4255
6070,85,4269
6070,85,4277
6078,39,1956
6078,39,1959
6078,39,1966
6078,39,1976
6078,40,2034
6078,40,2039
6078,42,2101
6078,42,2134
6078,42,2137
6078,44,2218
6078,44,2246
6078,56,2815
6078,58,2903
6078,58,2937
6078,59,2986
6078,60,3023
6078,65,3273
6070,40,2002
6070,40,2048
6070,41,2089
6070,44,2205
6070,44,2224
6070,44,2248
6070,46,2337
6070,46,2348
6070,47,2360
6070,47,2398
6070,48,2409
6070,48,2417
6070,49,2455
6070,49,2491
6098,85,4260
6098,86,4308
6098,86,4333
6098,88,4404
6098,88,4436
6098,89,4489
6098,89,4499
6098,90,4540
6098,98,4913
6098,98,4924
6098,116,5826
6094,22,1104
6094,22,1108
6094,22,1134
6074,91,4582
6074,91,4584
6074,94,4711
6074,94,4745
6074,60,3027
6074,60,3039
6074,61,3092
6074,61,3094
6074,62,3102
6074,62,3113
6074,64,3204
6074,64,3226
6074,64,3231
6074,65,3255
6074,66,3335
6074,67,3388
6074,67,3389
6074,69,3467
6070,0,30
6070,0,33
6070,0,45
6070,1,60
6070,1,87
6070,2,120
6070,6,326
6070,6,337
6070,7,395
6070,7,400
6070,9,487
6070,9,493
6052,106,5302
6052,106,5340
6052,109,5454
6052,109,5476
6052,109,5487
6052,109,5498
6052,110,5501
6052,110,5521
6052,110,5543
6052,114,5703
6052,114,5741
6052,115,5782
6052,115,5791
6052,118,5922
6052,118,5943
6058,48,2425
6058,48,2426
6058,48,2433
6058,49,2494
6058,49,2495
6058,50,2522
6058,50,2534
6058,50,2541
6058,51,2576
6058,51,2584
6058,51,2586
6058,52,2629
6058,52,2637
6058,53,2666
6074,118,5907
6074,119,5999
6074,120,6042
6074,121,6077
6074,121,6091
6074,122,6116
6074,123,6181
6074,123,6191
6074,125,6253
6074,125,6270
6074,125,6279
6074,125,6297
6074,125,6299
6074,126,6313
6074,126,6340
6074,126,6341
6074,127,6394
6058,112,5639
6058,128,6417
6058,128,6422
6058,128,6424
6058,128,6448
6058,132,6608
6058,135,6783
6058,135,6792
6058,136,6802
6058,136,6836
6058,139,6972
6058,139,6981
6058,139,6998
6058,140,7032
6058,140,7039
6058,143,7166
6098,31,1561
6098,32,1648
6098,35,1783
6098,35,1799
6098,36,1808
6098,36,1843
6098,39,1952
6098,39,1968
6098,43,2182
6098,43,2190
6098,44,2203
6098,44,2249
6098,47,2360
6098,47,2382
6098,47,2393
6052,19,964
6052,19,985
6052,19,997
6052,20,1007
6052,20,1009
6052,20,1033
6052,24,1229
6052,27,1354
6052,27,1364
6052,27,1377
6052,27,1387
6052,28,1419
6052,28,1428
6052,28,1429
6052,28,1443
6052,28,1449
6052,31,1582
6052,34,1712
6052,34,1720
6052,34,1748
6052,37,1855
6052,37,1875
6052,45,2266
6052,45,2279
6052,45,2283
6052,45,2287
6052,57,2870
6095,19,1000
6076,0,19
6076,0,48
6076,1,90
6076,2,105
6076,2,116
6076,6,314
6076,6,336
6076,7,368
6076,7,384
6076,8,421
6076,9,467
6090,34,1741
6090,34,1744
6090,34,1746
6090,35,1753
6090,35,1769
6090,36,1812
6090,36,1814
6090,36,1836
6090,36,1846
6090,38,1919
6090,38,1927
6090,38,1937
6090,40,2014
6090,41,2060
6090,41,2061
6090,41,2074
6090,41,2087
6090,41,2095
6090,42,2105
6090,42,2144
6090,43,2186
6090,44,2218
6090,44,2249
6092,30,1530
6092,30,1544
6092,31,1565
6092,31,1579
6092,32,1632
6092,32,1634
6092,33,1691
6092,33,1694
6092,34,1720
6092,35,1763
6092,36,1831
6092,38,1944
6092,39,1999
6092,41,2069
6092,41,2080
6092,41,2100
6083,41,2070
6083,43,2151
6083,43,2160
6059,45,2269
6059,45,2295
6059,48,2408
6059,48,2412
6059,48,2429
6092,158,7911
6092,158,7947
6092,159,7972
6059,2,121
6075,46,2309
6075,46,2316
6075,46,2318
6075,46,2337
6075,47,2383
6075,47,2398
6075,48,2424
6075,48,2441
6075,49,2469
6075,50,2518
6075,50,2540
6075,51,2567
6075,52,2646
6075,53,2666
6075,53,2669
6075,54,2748
6075,55,2797
6096,0,2
6096,0,12
6096,2,104
6096,2,124
6096,3,197
6096,3,198
6091,34,1720
6091,34,1738
6091,34,1750
6091,35,1753
6091,35,1758
6091,36,1813
6091,36,1822
6091,36,1836
6091,36,1838
6091,37,1860
6091,37,1886
6091,37,1887
6091,40,2044
6091,41,2070
6091,41,2089
6091,42,2113
6091,42,2120
6091,42,2141
6091,43,2171
6091,43,2188
6058,193,9675
6058,201,10058
6058,201,10084
6058,205,10266
6058,205,10268
6098,142,7107
6098,142,7116
6058,145,7280
6058,147,7370
6058,147,7383
6058,147,7396
6058,149,7469
6058,149,7482
6058,152,7634
6058,153,7663
6058,153,7664
6058,154,7711
6058,154,7725
6058,154,7745
6073,0,14
6073,71,3574
6073,74,3728
6073,75,3762
6073,76,3803
6073,76,3817
6073,76,3840
6073,77,3860
6073,78,3916
6073,79,3998
6091,84,4216
6091,87,4369
6091,87,4386
6091,89,4484
6091,90,4520
6091,90,4550
6091,92,4616
6091,93,4672
6091,93,4690
6091,93,4695
6091,94,4747
6098,25,1251
6098,25,1282
6098,29,1478
6052,90,4515
6052,90,4529
6052,90,4538
6052,92,4602
6052,92,4611
6052,94,4705
6052,94,4706
6052,94,4709
6052,94,4735
6052,94,4742
6052,98,4921
6052,98,4939
6052,101,5054
6052,101,5083
6052,102,5103
6052,102,5116
6052,105,5274
6052,105,5290
6098,60,3031
6098,61,3056
6098,61,3057
6098,61,3100
6065,40,2025
6065,41,2067
6065,42,2134
6065,44,2229
6065,44,2234
6065,46,2342
6065,47,2363
6065,47,2380
6080,79,3994
6080,80,4017
6080,82,4104
6080,82,4107
6080,84,4201
6080,84,4214
6080,85,4281
6080,86,4319
6080,86,4321
6080,88,4403
6080,88,4424
6080,88,4430
6080,88,4440
6080,88,4445
6058,192,9607
6058,192,9616
6058,194,9719
6058,195,9756
6058,196,9845
6058,196,9847
6058,197,9878
6058,198,9901
6058,198,9934
6058,199,9951
6058,199,9965
6058,199,9991
6058,202,10141
6058,203,10160
6058,203,10176
6090,6,333
6090,6,349
6100,114,5724
6100,114,5735
6100,115,5779
6100,116,5813
6064,50,2534
6055,37,1857
6055,37,1891
6055,38,1928
6055,38,1950
6055,40,2036
6059,14,741
6059,17,874
6059,17,880
6059,21,1072
6059,21,1078
6059,22,1107
6059,23,1185
6083,1,57
6083,1,60
6083,3,185
6083,4,203
6083,4,233
6083,4,236
6083,8,449
6083,12,627
6083,12,628
6083,12,631
6083,12,640
6083,14,706
6083,14,722
6083,14,748
6090,82,4110
6090,82,4143
6090,83,4156
6090,83,4168
6090,83,4173
6090,83,4197
6090,84,4236
6090,85,4275
6090,85,4300
6090,86,4328
6090,90,4547
6099,1,53
6058,56,2844
6058,57,2854
6058,57,2881
6058,58,2931
6058,59,2990
6058,59,2994
6058,60,3014
6058,60,3024
6058,60,3042
6058,61,3063
6058,62,3116
6058,62,3119
6058,62,3150
6058,63,3182
6055,41,2068
6055,41,2088
6055,41,2090
6055,42,2107
6055,44,2212
6055,44,2244
6055,62,3113
6055,62,3130
6055,62,3136
6056,15,780
6056,17,852
6056,17,862
6056,18,906
6056,18,938
6056,18,939
6056,19,965
6056,19,979
6056,19,993
6056,21,1077
6056,23,1160
6056,23,1199
6056,24,1221
6098,64,3222
6098,68,3432
6098,69,3454
6098,72,3648
6098,72,3649
6098,73,3694
6098,77,3875
6098,77,3876
6098,77,3886
6098,80,4027
6098,81,4058
6098,81,4065
6081,12,604
6058,94,4711
6058,94,4720
6058,94,4723
6058,94,4730
6058,95,4758
6058,95,4784
6058,95,4790
6058,96,4804
6058,96,4810
6058,96,4821
6058,97,4883
6058,99,4958
6058,99,4969
6058,99,4972
6058,100,5048
6058,103,5173
6058,104,5215
6058,104,5223
6076,22,1119
6080,47,2355
6080,50,2514
6080,50,2525
6080,52,2621
6080,53,2663
6080,53,2672
6080,54,2706
6080,54,2717
6080,55,2795
6080,1,63
6080,1,83
6080,2,104
6080,2,143
6080,3,176
6080,3,194
6080,3,200
6080,5,251
6080,5,276
6080,5,281
6080,6,344
6080,9,476
6080,10,509
