run_number,subrun_number,event_number
5965,18,905
5965,18,916
5965,20,1007
5965,20,1019
5965,20,1030
5965,20,1040
5965,22,1121
5965,23,1171
5965,25,1261
5965,25,1295
5965,27,1372
5965,27,1400
5965,29,1468
5965,30,1544
5965,31,1592
5946,29,1460
5946,30,1521
5946,30,1533
5946,32,1617
5946,33,1672
5946,36,1804
5946,37,1875
5946,40,2005
5946,41,2076
5963,15,760
5963,15,799
5963,17,878
5963,17,884
5960,40,2001
5960,41,2052
5960,41,2061
5960,41,2069
5960,42,2141
5960,42,2145
5960,43,2176
5960,44,2213
5960,44,2247
5960,46,2320
5960,46,2339
5960,48,2434
5946,64,3211
5946,64,3212
5946,64,3227
5946,67,3355
5946,67,3365
5946,67,3389
5946,67,3391
5946,67,3397
5946,68,3414
5946,68,3436
5946,70,3512
5946,70,3530
5946,71,3577
5946,75,3779
5946,75,3784
5946,86,4328
5946,86,4347
5946,87,4392
5937,15,778
5937,15,789
5937,15,792
5966,155,7763
5966,155,7769
5966,155,7781
5966,156,7835
5966,156,7846
5966,157,7881
5966,158,7944
5966,158,7950
5966,161,8062
5966,161,8080
5966,164,8222
5966,168,8422
5966,168,8446
5966,172,8619
5946,15,762
5946,15,780
5946,27,1365
5946,31,1567
5946,31,1588
5946,31,1592
5946,31,1600
5946,34,1709
5946,34,1734
5946,34,1746
5946,39,1989
5946,42,2141
5946,42,2142
5961,102,5107
5961,102,5134
5961,106,5317
5961,106,5348
5961,107,5355
5961,107,5391
5961,107,5400
5961,110,5505
5961,111,5597
5963,16,813
5963,16,834
5985,91,4586
5961,55,2791
5961,57,2853
5961,57,2868
5961,57,2877
5961,58,2930
5961,58,2949
5961,59,2975
5961,60,3041
5961,60,3046
5969,24,1232
5969,24,1233
5969,26,1318
5969,26,1338
5969,26,1350
5969,27,1351
5969,27,1372
5969,27,1380
5969,27,1393
5969,27,1394
5969,28,1422
5969,29,1454
5969,31,1576
5969,32,1601
5969,32,1616
5969,32,1625
5969,33,1669
5969,33,1670
5935,78,3929
5935,78,3934
5935,79,3966
5935,81,4051
5935,81,4069
5935,81,4071
5935,81,4097
5935,82,4109
5935,82,4133
5935,82,4143
5935,83,4199
5935,84,4230
5935,85,4260
5935,85,4267
5935,100,5021
5935,100,5026
5935,101,5095
5960,5,256
5960,5,290
5960,9,458
5960,9,470
5960,9,472
5960,9,482
5960,9,485
5960,13,656
5960,13,692
5960,13,700
5946,12,617
5946,12,629
5946,13,663
5946,13,686
5946,14,728
5946,14,732
5946,14,736
5968,11,584
5968,13,687
5968,14,737
5968,15,751
5968,16,801
5968,16,810
5968,16,827
