run_number,subrun_number,event_number
5482,10,524
5482,11,557
5482,16,829
5482,17,867
5482,17,872
5482,17,889
5482,17,893
5482,18,918
5482,18,924
5482,18,933
5516,10,518
5516,10,531
5516,10,536
5516,11,555
5516,11,580
5516,11,589
5516,11,596
5516,14,726
5516,14,730
5516,14,733
5516,14,737
5516,14,742
5516,16,806
5516,16,829
5516,16,839
5516,17,856
5516,17,868
5516,17,895
5516,19,967
5516,19,969
5362,22,1135
5362,22,1138
5362,23,1165
5362,24,1221
5362,25,1260
5362,27,1351
5362,28,1415
5362,28,1431
5362,28,1435
5362,29,1460
5515,0,29
5515,0,30
5515,1,63
5515,1,86
5515,1,88
5515,2,145
5515,3,163
5515,4,201
5515,4,223
5515,4,239
5515,7,351
5515,7,362
5515,7,365
5515,7,371
5515,7,375
5515,8,401
5515,8,403
5515,9,459
5497,140,7033
5497,140,7050
5497,141,7061
5497,142,7124
5497,142,7135
5497,142,7136
5497,142,7147
5497,143,7158
5497,143,7159
5497,144,7207
5497,145,7253
5497,145,7274
5497,145,7282
5497,145,7292
5497,146,7339
5497,147,7365
5497,147,7397
5497,148,7435
5497,148,7443
5508,0,15
5508,0,16
5508,1,51
5508,2,110
5508,3,199
5508,5,259
5508,5,264
5508,5,271
5508,5,278
5508,5,287
5508,5,292
5508,6,315
5508,6,316
5508,8,418
5508,8,423
5508,9,471
5508,9,474
5521,64,3234
5521,65,3282
5521,67,3397
5521,68,3444
5521,68,3445
5521,70,3527
5521,71,3556
5521,71,3589
5521,72,3616
5521,72,3641
5499,20,1032
5499,20,1044
5499,21,1091
5499,23,1168
5499,24,1211
5499,24,1239
5499,24,1246
5499,25,1258
5499,25,1267
5499,28,1406
5499,29,1471
5499,29,1479
5499,29,1484
5499,29,1488
5499,29,1490
5501,22,1108
5501,23,1151
5501,23,1156
5501,23,1181
5501,24,1248
5501,26,1328
5501,27,1374
5501,27,1377
5501,28,1427
5501,29,1461
5497,150,7504
5497,150,7522
5497,151,7552
5497,151,7567
5497,151,7587
5497,152,7607
5497,152,7621
5497,153,7657
5497,153,7683
5497,154,7742
5497,155,7757
5497,155,7775
5497,155,7793
5497,156,7803
5497,156,7818
5497,157,7854
5497,159,7977
5497,159,8000
5501,11,554
5501,12,611
5501,12,616
5501,13,685
5501,13,691
5501,14,741
5501,15,767
5501,15,800
5501,17,873
5501,18,916
5501,19,965
5498,0,39
5498,1,62
5498,1,93
5498,2,143
5498,4,213
5498,4,243
5498,4,244
5498,4,248
5498,7,395
5498,9,478
5343,22,1107
5343,22,1146
5343,23,1153
5343,23,1168
5343,23,1193
5347,0,9
5347,1,69
5347,2,106
5347,2,136
5347,4,232
5347,4,239
5347,5,260
5347,5,263
5347,6,336
5347,7,355
5347,8,411
5347,8,442
5347,8,447
5508,20,1011
5508,20,1019
5508,20,1021
5508,21,1054
5508,21,1093
5508,22,1110
5508,24,1211
5508,24,1224
5508,24,1237
5508,25,1255
5508,26,1337
5508,28,1410
5508,29,1455
5498,10,515
5498,10,544
5498,11,586
5498,12,615
5498,12,616
5498,14,712
5498,16,807
5498,17,888
5458,123,6188
5458,124,6202
5458,124,6213
5458,125,6253
5458,125,6256
5458,125,6288
5458,125,6289
5458,185,9266
5458,185,9299
5501,50,2533
5501,54,2712
5501,54,2727
5501,55,2771
5501,56,2833
5501,57,2872
5501,57,2891
5501,59,2957
5501,59,2960
5520,0,9
5520,0,28
5520,0,34
5520,1,68
5520,1,76
5520,1,80
5520,2,135
5520,2,144
5520,3,190
5520,4,208
5520,4,230
5520,5,282
5520,5,299
5520,6,334
5520,7,362
5520,7,375
5520,8,404
5520,8,444
5520,9,466
5520,9,470
5525,60,3002
5525,60,3018
5525,60,3037
5525,61,3098
5525,62,3138
5525,62,3150
5525,63,3184
5525,64,3218
5525,64,3235
5525,64,3237
5525,65,3252
5525,65,3300
5525,66,3339
5519,128,6426
5519,129,6462
5519,150,7508
5519,150,7530
5519,151,7584
5519,151,7586
5519,151,7594
5519,153,7663
5519,153,7669
5519,153,7686
5519,154,7702
5519,154,7711
5519,155,7771
5519,155,7776
5519,156,7850
5519,157,7865
5341,141,7060
5341,141,7062
5341,142,7102
5341,142,7124
5341,143,7153
5341,143,7161
5341,143,7170
5341,143,7192
5341,144,7202
5341,144,7220
5341,146,7315
5341,147,7376
5341,148,7408
5341,148,7448
5341,149,7451
5348,0,18
5348,0,43
5348,1,89
5348,2,122
5348,2,128
5348,3,176
5348,4,202
5348,4,211
5348,4,225
5348,5,280
5348,5,287
5348,6,331
5348,7,353
5348,7,376
5348,7,385
5348,7,394
5348,8,405
5348,8,410
5348,8,427
5348,8,436
5348,8,439
5348,9,452
5348,9,456
5348,9,457
5348,9,459
5348,9,461
5348,9,480
5348,9,484
5499,131,6551
5499,132,6601
5499,133,6676
5499,133,6690
5499,134,6703
5499,134,6737
5499,134,6740
5499,135,6760
5499,135,6771
5499,136,6841
5499,137,6865
5499,137,6888
5499,139,6960
5499,139,7000
5499,10,514
5499,10,540
5499,11,557
5499,11,561
5499,11,580
5499,11,583
5499,11,587
5499,11,588
5499,12,624
5499,12,627
5499,12,632
5499,12,639
5499,13,663
5499,13,679
5499,15,752
5499,16,813
5499,16,818
5499,17,861
5499,17,892
5499,18,947
5501,40,2010
5501,41,2083
5501,42,2105
5501,42,2129
5501,42,2148
5501,43,2172
5501,44,2234
5501,45,2297
5501,46,2347
5501,48,2437
5365,20,1043
5365,20,1046
5365,22,1102
5365,22,1109
5365,24,1201
5365,31,1566
5365,32,1615
5365,34,1708
5345,0,24
5345,1,81
5345,4,214
5345,6,302
5345,8,439
5345,9,452
5345,9,499
5495,52,2607
5495,52,2625
5495,52,2626
5495,52,2633
5511,40,2015
5511,40,2020
5511,41,2072
5511,41,2076
5511,41,2086
5511,41,2100
5511,42,2117
5511,44,2216
5511,45,2260
5511,45,2263
5511,45,2292
5511,46,2312
5511,46,2330
5511,46,2347
5511,47,2374
5511,48,2420
5515,10,516
5515,182,9105
5515,182,9108
5515,183,9173
5515,183,9174
5515,215,10779
5364,60,3017
5364,60,3048
5364,62,3121
5364,64,3231
5364,65,3289
5364,65,3298
5364,66,3312
5364,66,3321
5364,67,3376
5364,67,3391
5364,68,3427
5364,68,3441
5364,69,3455
5512,220,11019
5512,220,11044
5512,222,11112
5512,222,11117
5512,222,11119
5512,222,11141
5512,223,11155
5512,224,11239
5459,30,1524
5459,31,1563
5459,31,1566
5459,32,1645
5459,33,1657
5459,33,1660
5459,33,1662
5459,33,1689
5459,35,1752
5459,35,1754
5459,35,1782
5459,36,1824
5459,36,1841
5459,36,1844
5459,37,1875
5459,38,1901
5459,38,1918
5459,39,1979
5523,0,32
5523,1,53
5523,1,54
5523,1,55
5523,1,79
5523,1,93
5523,2,136
5517,0,13
5517,1,78
5517,3,178
5517,4,218
5517,4,226
5517,5,277
5517,5,285
5517,6,335
5517,7,362
5517,7,374
5517,7,378
5517,7,396
5517,8,413
5517,8,435
5517,9,456
5517,9,491
5521,20,1001
5521,20,1047
5521,20,1050
5521,21,1064
5521,21,1080
5521,22,1108
5521,22,1117
5521,22,1129
5521,23,1171
5521,25,1294
5521,28,1401
5521,28,1437
5521,29,1453
5521,29,1499
5512,168,8429
5512,168,8431
5512,168,8444
5512,168,8449
5512,169,8498
5512,170,8503
5512,171,8564
5512,171,8591
5512,172,8617
5512,172,8621
5512,173,8684
5512,175,8769
5512,176,8830
5512,176,8841
5512,51,2596
5512,53,2660
5512,54,2720
5512,55,2777
5512,56,2804
5512,56,2850
5512,59,2981
5364,120,6003
5364,120,6018
5364,121,6069
5364,121,6078
5364,121,6091
5364,123,6151
5364,123,6158
5364,123,6164
5364,123,6178
5364,123,6183
5364,125,6276
5364,125,6289
5364,126,6323
5364,127,6367
5364,127,6378
5364,127,6396
5364,128,6435
5364,129,6462
5364,129,6481
5360,20,1023
5360,20,1047
5360,20,1050
5360,21,1086
5515,220,11027
5515,221,11057
5515,221,11074
5515,223,11174
5515,223,11183
5515,223,11192
5515,224,11217
5499,50,2507
5499,50,2536
5499,52,2612
5499,52,2620
5499,52,2646
5499,55,2794
5499,56,2823
5499,58,2906
5499,58,2943
5499,59,2961
5499,59,2986
5499,59,2997
5341,130,6522
5341,131,6580
5341,133,6655
